x0;x1;x2;y;y_hat;right
"xI)l5#kX1A' '^Z0B`BO2`OW\"<e]g-~";"xI)l5#kX1A' '^Z0B`BO2`OW\"<e]g-~";"xI)l5#kX1A' '^Z0B`BO2`OW\"<e]g-~";False;False;True
"4[%";"4[%";"4[%";False;False;True
"2MR4g*C}dGmwv4HxjFys%R)#*-.L^O.uR1pH";"G`FH7qk_h:AR#{i[+C-rPe,}|6A/";"E6\tOM~4)kst~knT~=K";False;False;True
"YO}{bDG\\=vq #z|9X>i_S)u+cV*,$+?m~hrM?";"GE?ZUB9:nL?#2`";"tJsew`K1f3hzsFpp/+~wIh#.ei";False;False;True
"q+iqL#'?]CMvIV&_ijx8AdJ%j";"7u-K{1~e!YQ'n\\uE3~$/2iapB9dRR";"Cr0!S";False;False;True
"mcAd_kOxRIQt~OZC^zmCr+WE0T$Vq_Oq'{(!1<]D";".Y OLS$>P>1~cz2/C(";"xheF.IjnDgccb{gCcXJg";False;False;True
"U>\\sFQ|Cg\t(^A7\n/z%pq1\\X)";"U>\\sFQ|Cg\t(^A7\n/z%pq1\\X)";"U>\\sFQ|Cg\t(^A7\n/z%pq1\\X)";False;False;True
"t@W_4!r$Vk0Q\nMb.a>&IpRy _*/3JDBtZT=$";"bF{D_:@X$nTO";"Y&WzT/(%s1Dm}n*yua}z`HTcsBWIX\tP;w o}9&^+jt]^i";False;False;True
"";"t L}gR+\nq=<4Z";"!&W;}8\\!46BsASa^49s/Rwp";True;True;True
"m#a.L?r,?\\FY#";"m#a.L?r,?\\FY#";"m#a.L?r,?\\FY#";False;False;True
"{\nF\"lk,[s-y^J4=O7uF(1G=#Uh~qxXr^<G^@[R4Bg,3";"8H$SSzjqs\"61_W I";"2qxvN_xn_>yl_u#PN+G--`Z(^8c;nRP[b";False;False;True
"unJo^^G&:v^SHl5$d)J6]GV%=4gp1'<._Q5[wT";"8fr(snV3dI";":Q2SxjCV cJ2?nr[v6S.%N&d$bLM-Bl6LB\t7Sd";False;False;True
"j ljDo'}Tl^ux;kG7f";"\t}iZIefL91]u\n\";Eo]6<69#P";"~KtA7dFD,B;%`yGc<p<82xLVo`d";True;True;True
"1{WOs>PwnN2nh{!qn_";"";"TJp~0nl-NK-=+J \n#ac3sWQhb;,0";False;False;True
")0s;+3J=q5SMn{^%n*n:yvrEplYw\tl~G";"ur:uJB";",.hP<fGIl\n7}3e)\n[?\t@M'-^4$\nT-m4s\\y:]H=MRjc29ym-wA";False;False;True
"Q\"&+\\\n_BAoT ryZ~QW6B5kj@";"sjXQvr`%G+`\\~Dyf$bJ4>u-7_yh^9iQ7J3r,";"}5BTKNe(4l*|c0BYvwjvB<A:";False;False;True
"Tfi=_#lX)h/vh}(AxuA9wo";"#9=\tSBIgJ'#,:A6~OGJ7iV'T?&(KTYGRW{R*XJGKf";"CA(Uo|V6<>qqH#_rHav72qm}\nn!^7$K~bDyI";False;False;True
"u-\n 1%y&!Mc>/?j[%UO?JVkM";"u-\n 1%y&!Mc>/?j[%UO?JVkM";"u-\n 1%y&!Mc>/?j[%UO?JVkM";False;False;True
"JSs5@LE??ofq's`Z=>#\nq#3=_|*IorIXGf#-\"";"a0s~`%VJ%d\tUo%/Qv(";"fA Kar,u*TL,f(J0%5lUP*hZPkY,\tw0Ne\\uh\"{M";False;False;True
"<Q]`7OS9N4T1m,L$8e'TQ0.o@";":nbGmFr6rT^_@NRj/X\"\"#k?o{PW1r2Ggy7";"q+6{_Gh+qo!!K!oPo{YGpD^EvCO^v?7tkuM0";True;True;True
"`2w>6vq4zKJ!>['";"9\toj 8a#FRJp]ER:M9t4VbneR3R&196@e ;s\"9(UaF";"jxRC}<IY<]Ue&.9Xa=";False;False;True
"~KB\"NpF8E?/|`68{mV6InTGN\"*\"K5SSkD";"gD?$5~pn\\<S3Zzk]&-3ZG%*ci\ndHFx}\".T{";"U}dKAP=gEc`:\t";False;False;True
"r6";"]e W\"ylNdwfH+UW\\\"-J WZlY`m\"^3l?IHoEvyV `;\\0";"ngLw[OPk4U'<#aDyQ+BY2)k}#%zQN";False;False;True
"\nUbx+;GO/H\na0cedCG\\M7@jnI\t@";"T!^FvwS=!|\nBjKOhz+pLcTG[8\"+$a.lpo&]Ej!_j,y\"$_V\"";"";False;False;True
"T8%a>HG16pL:q[!vq=:E:BME";"tE]u\n}AAlx++<y<q3+6x`8=D?0J7Q+Y*5JUQ";"i1cz`~,'Z [HFjY@n?<>QAy4:*\t'kJT3G]I~0%o76jv";True;True;True
"\nUJ<5!7]>a 6d$;?\\\t 1gNwSeojgoo";"\\~kwL,Od[\toG^h,n15G2&R";"{KE7NxrfbSg>tYm>j";False;False;True
"N_8^/'u}tG8d$eM";"YkrtT";"h57<$(<f;stEv#nZ9@E -E~X?>e`TH!N*5[{B";False;False;True
"s'LF70s7N0GbLRcxV}N}]#bnZ";"^#z#.]a;ZqHmd}-Stfl\\mDVc3>K$2#";")4l\"|M'aIH 9|sZl1kpG>>VRQ!$:(Qu7$tj7t";True;True;True
"Z-(S7M?f'";"n> FK]8d=.zUDG0kR5NnuBx2}";"=D9!B[v{:";False;False;True
"";"Iad)1+T_|~8C0";"t3i87ixm(\" 4KXfFJPYHV{1l\n2dqsNL?Fy+El[_}L`44&:N";True;True;True
"$NCxaeip]XtHd%";"cT\td-3pb).;w])ienu,hi)(wE&Tx5&d;f9LSE1\n#Q";"uTr?PYDG[>aK>2$WI3";False;False;True
"hCY";">gTy*Y,%+So";"j|jX4nHXpLy,e*xWNI+*!5&bP<) 5Q/_(";True;True;True
"pcF2*tb,2SI4nyoQe]m]7<MV.DsO&i0Sqik\\\t2K]?)";"\n:m*||-EJ)Z&,Cm$z/&Uv.h@ZY2(CrK\"N[\\hbI:<J@";"04m<) ~a.B}r=Y\\YqHr7{G9{\"1um";False;False;True
"*@X]NI6OI{RD\n";"3Zwj.^Kv?:3sP;WEA";"&C";False;False;True
"e[8BO=by-g";"Yg|ZS[$+[1o._ZZ0/H*5D\nC30/$(v&Z";"m}~PCf'D3t\t-'bZ\"#`RD%<OA&f_X<l;7?_4W(Jiw,x\\L'e";True;True;True
"p4; k?[>9e^5q8yM[j|F#=!c~u";"}\t542\noaj`R4}oW#yAfJ4<\tAAG/!9h";"bfu+s;RLv`T{j#p]{DDF\nc\tVQ8n7Uo^Q";True;True;True
".x!n,!KLV3QlW";"Pw/5a*}vuMHqc;0d6v!&mlY-1xAI`j7'gi8\\Y";"[1bE^NFW@@XU^_^NTqO>.I8Pr~+U1S0ARfI(5";False;False;True
"%`nMzWKZ2%.RZfov!~ kFZ42o|>`a:";"3Ip?UV@s;1u{eFO2*{h9\t*\t1f#\n";"Vp_^u\\*Qf";False;False;True
"D_w|vlsr|qi  XRSrmY03%,MDlX@6O\tEo='z|^m7>";"I8]]vM[q~tPYxPO7oI[J&k";"vQe\\MSrW Rj?76cn63T$";False;False;True
"iH@6]%@#+8qvDES+/^C\t*ng}NtP3xzn{*-e9?q\"OKcKV^\n:";"-&";"&k";False;False;True
"zdZgq,Fu>Scz#@W \"w3Jx:AkbXjF";"q\\7g#;yWi#{@wn=>J*B;(9CoTKA7)'?zM0V3uBEc";"&[:6/]#YSPXAlMn]xT=;\t@F62R-O\n'`*WWIjG3WekxrVX";True;True;True
"xh!Q<% qEF7uZ'auPlU\t_N0";"xh!Q<% qEF7uZ'auPlU\t_N0";"xh!Q<% qEF7uZ'auPlU\t_N0";False;False;True
"'yP%cUg|pGMDhn";"etcWLS{Uo1MOYf$+G21\tl";"3lHbtb'\nA/}|P]B?iDo5js2ZJHKVYR4*V0O";True;True;True
"-Zqb.X]";"_1'3}jJ*Wd^{@L@M\\uXIBJh&&8";"+T\\L#D\t7ayOo@+";False;False;True
"PUPa IA;vjyNHacOw<^}^rx s6xgKO:E2sV_f^+byP3ew`";"[D.-# Goaj,3ptP[Y~Ji)y UoRB-d]bt";"rEgU9%fnuT-rd$uD(az.HeJbeIznY_v9;Axnbhk";False;False;True
"L]=\n?(gS7=H17sFrUl 5`3`\n2;bs_h)E$L&\\";"D,}wjW*A\"!ssj\"\\^e+p(,u5dO><12N!U[94}(P0\\rN\tX=";"pM7h5IpbT\\(c<\\%7k0\t]/9vN0dj.";False;False;True
"JD\".i:K}.J6*)=E*1{[6o+BvW5U<{Vzm~XEjwb|P&V)";"iOg";":SB?(QP6D\"qO'_<5w v^;Oq";False;False;True
"Q,J9;k83tJZc@K6\nYsCMM3vr1p/\nc#;]c+&8.Z\n)r7Q$";"Q,J9;k83tJZc@K6\nYsCMM3vr1p/\nc#;]c+&8.Z\n)r7Q$";"Q,J9;k83tJZc@K6\nYsCMM3vr1p/\nc#;]c+&8.Z\n)r7Q$";False;False;True
"c@{.Oq";"N]FO6y/Xj\"\t;m^DB";"}\"|+[1H}z/\\&zS,;=9J$-iMK ]5d,S";True;True;True
"FcCA%{6*5&9\tB5A,Qf\trZXfR";"\t\\*";"LKL35-D]A7XlO*@Y%6WC85%PrJ";False;False;True
".SnU~K>\t4h\"";"NGs~DF_M:`d.=\t)#lX-P";"uSGN[l@\"\t0'B$')6@QzP3+`i";True;True;True
"3% \"52 jr~dT\\bVUHNW p8YR!!Q.Vg=\nc=1Qe,@p\\WS5";"4";"P:<0y~~2*>Kw3tJ-`";False;False;True
"i";"}flt2blj3z='6n|7Y;O@|W,+";"!v";False;False;True
"\tX:+vjIJXX[nN.@s ]q9";"Y`E=ug";"kudn;%Qt*'GX:;|$Shofe";False;False;True
"t&hR|!Idp*QxEiVbtRQ@NW7>q*|&D|zvQKB$#,ToD3";"F;s}# wy%X ObX$12~ez}gg4>`iJ>`d^7/\t";"ySM\"DR\\T";False;False;True
"'r|Z_Yd1R--!";"j\nX}ZBhm`4BH}\nvVD_A~7?W\" y@v^\"";"^v%r ";False;False;True
"0*I}JJvv\"M{Ud&rzM!g";",Z~f;u8y8$e^pvZ \nt0elY\"p}7E'|-F>LgB)bB";"B!iyn{zQ'>}{_P";False;False;True
"p7HjiH:VkZMh_qz?1=j\tb(_>t!";"?yGXQ?ooc<_=u4Ss3@$6rx6IPS])xtz47s;VvrrW:rWBg6 !j";")\"C@MWv##GE;<^R)+mr7_)>l$2.}N#):9D{Qv";False;False;True
"je9t^U%p>EV<Jr4g^g";":i`.N[";"a{\".D*+1)A>r";False;False;True
")3";"Mzt)m)#\\-tPNeG125T))E<x8@\\P,m\".H";"vwQ*+D>";False;False;True
":v";".7>_4DQb3_Q2DF-1$6!\n";"<{&l<]*\nzt~\t`Ju\t";False;False;True
"Vn";"^z-!_/>/xaZ`UN+n";"0N9j%\nvR. %GZ&-?C}x:O1|Z00$K$V}wlc|stQIM>";True;True;True
"Q2AQpF\n\n";";'HH\n{{\\v C\";sgK',IvVOF^b";"4a$k0;e\n]4wV]Gyc?wvh0/Gv!qIptCgqc.DXv~[#C8'57hCaI";True;True;True
"p`}{32R1:f!#rS-$q#Axoupz";"+08q:\nyMK0g}|(]#5Z}y9$[yu*uj8{/r4@j+=._";"hs^;,/Xj35U x8J?S/cMqYa)pMLyh-\t\"8fzqmFb\tk\"-y ";True;True;True
"Bm76@/}#drSH>[+\nc(RIl\tfQk?/\te-`]D(";"(9^dV JL";"#kZwdg^;Hi@\\:/KG_[R5kHj\nnNG]ul{7[MvNSNNV-Z_X@F))4";False;False;True
"M6N9-:M@b\tNEo\"ob\n0\t2TDQ7fNBHUak.8GH[v4";"PdL\\clU!BtW1c~B1$JiK:Rc/Jq[\n\"IA>\"x43W'zvi7mKlru9q";"+-Fo]D\\%1N&Ok;SzOzF+|~nOM_F}NEj~WaY}m<`";False;False;True
"Kh{}d3%w";"Y?XlLR;g*x('VeUF.ec@SM77'\"\"\">a}\\b`>";"[*R6B|w=Xrs#E  )tEJ]G3H8to";False;False;True
"imBi{\t\t!%6";"=:essz-{gxEbw`5W";"&=rgu&y(byv^\"uw!2eh6Xhh\\G,s[B";True;True;True
"jZ";"|mNe<<}{S4KIvOg33'Xwg.\tMVl@A*y-^^3m7AQ~M";"M\nGQ8@=l~WL*{HXja/k'W3N Ox|&/jlwbiC%EdcC;_tZtJ";True;True;True
"mx2=v'4}1's(K;Ny]+5T+Y+LQCwG(RC-1t!<<7Z\n";", e'qSg;gZ=g}x9";"~r]8pr9x;YE~v8_s@I rNyg<|9;b`#6=lD \t[183rU< Ik$";False;False;True
"7d+zYvZI";"&1wUW-~X_ `HAn+gtz;E]&kXK^";"L>:xOM(92IX1kc1zs";False;False;True
"!2b#$tK";"|QW_?e&fWz%$=`B3pJPWh";"G7>R<]\"aDuql`0A8]y.%UXY?{)0$yY&U\n)EiOsr";True;True;True
"v\tTRz?%[";"RjhhD3}Bn\naqVLB>A\nz?EoQd{$/qh,";"5N\"\tKbKn;m&54OL>?N.p(01|aHT*&.9%s<l+x";True;True;True
"b0)#Nvc9/>E~TLiz vB!d>(k8X;b-M";"1\\&:9H\"dh3E>HHMw&sQY$b\"Nfhv/h*f\n'5";"\t?n[c]0pN!LT{701=4vFJ(ZVk'G$.Dt*99vmum_s,qW:E3pki";True;True;True
"u\t8ju]2Ry.eLnE[wCHsJ3Vw0p";"L26i%@{fP{nL-{re[eo_o\\H\no[$UTU\t";"*g;!?7I\t.n9Wiyn'~XqJsXz/]Oh)v`Bes^WgR`q2U]";True;True;True
"";"iM(0QMqGNlif3mp%L$,5Y,9!N 3>7_3x.LF>_4L`[";"]T}EZgyT1;wXcQ";False;False;True
"-2>Z.{Kq?";"(bV*Zp";"";False;False;True
"qyf\\R<gYa";"<V=hF.;FA'3e";"lZ]9Wifi!OM),";True;True;True
"Tcymd`9+{mqK9f#LS~";"Q1n,>PoW0\tmLE>7rT\\^rSX&}G\n!RcI!QBkbscw!26l+4[X7";"C 83!wNIT%?McKH^S\\p)~,duljd6xf0xU:8s$X~:}17@5+K&-";True;True;True
"4^~e&kS8L4/uw";"/`TN5NEGqM_)EN6xX6?nkH%?pHI7 M/=AO";"<8vbg!8";False;False;True
")>#yFN~ gPf{%kB\\M9:+F7h{H?D}aX&";"R{?k (c|IcC\\;";"i$tH wB23sf;Xc0mL";False;False;True
"";"XHk] |be\t";"KxR)UpE]\\.4&'YgNAC:Eftlm7aB|qvE3%(?b";True;True;True
"\"iDk F$$>)[?%()/6Y";"N52x:btihF`\n hbO}i\nwQ1MbZbboi:tsJ10'}\nmK+\\";"8Uc?`Tb=FEPK2v}Hsy&L<Y=&Fq\"df$KzD\t}f:/o%0xoP";True;True;True
"k hF{-q/}/q547{&KHni$q#<v8>KWpht'Y2^YwB";"(_}&T2?QPD{Se}z&W-AO'G`TTmEI5~f7hIK.12n4{@bs";"bBb0/&p/";False;False;True
"fkM\n9PxgA?- N6w!JY7d0=OP";".O\t5RNt4\ncGLT|\tl^rYL^{Gj~";"c]r&c/yY1&%,4bH20[97H\\$(OC8`w5<\tB";True;True;True
".2 NhlKW\t^Z'Zg`p4!DJ#=8o%l(-=d+";"W90W:VHy$(s~MJx9 f^X1h}";"CTR2cT";False;False;True
"p?j;?`*&v5ePK@g-H&xj(*k<2[&a:*p&$\th=,DFoe<DJ";"oUA9-\t?}?4]6}Gi:1iPRq3b(\tG";"maUtlt^f3].fLxpiF'rG14A8f,[eSF_Bj6`FIUGBw\"7vWW(!";False;False;True
"\\QW~&JVMM` d/JUG\ndB`$+n|jGIIAz't8T<q<_)q)z";"*VGH.9pS^r&g3`y^j7Hz')XE@";".UFd;Wd\t|H.~JMd;<bV%#]";False;False;True
"x%\\}_c<AWi6,FnAY\n";"[-uFrLMB*_Z5VwQ}";"Tu^`\t!K5vv'dYZm~7{z_";False;False;True
"/o UB7x+or[p4Ywy@oHKEZU;no6iA/>7kMvr9s^[\n693ng{=";"mIo{%Y/mU&Ie;,|`(5C";"&c#@<J\tv}qT~j39<3VVmP$t7o@,";False;False;True
"q4v179r?;7^G4L?o ]B`Q3/6+|#fQCr<p184#\n^";"DP%B";"LjVT*|\\J_K~$c_h^GMH+";False;False;True
"`z$nwwdC{";"61:\t0hRWuCw4WA<UEp=mhT`\tp(ry6S4k9vE";"yX>)bE'nM7{k'+b/kIeynXfdg6N))t~D%B2o5d`]";True;True;True
"FPbhnWth` NOnGf0,5[\\s-ulh,g{;j+7DoD=F";"";"i|;3\nPgD$k 7jA\\[s/0Ra08qT-\t";False;False;True
"DKMR$Hy^{H^f/rH2v\"W)#?'^V&t;C%ukF9D2&kphW";"~M>e2'PWpc$VM-K0(qc#Dn*n{s2O,M1yJ|uHj";"rh1Oi";False;False;True
"3L'BLmpz A;6O_q\t>2LZxeW}2";"1`g\tA}U=D% OoX:kwQhy24Q'V/<VW#^E}(&h.DB!GGi`/";"Y{%z)GZI95y1ez!*!7a$G-{^;QaIX&/d`ceF2~Qpoz[u#";False;False;True
"`zz?dOsptTeQ)R+rv<`F";"`y?WR&x%\nI>S?G4*%,XT<1Ac|~5Ez";"W,?.Y%Y5k\"BO[S8L(1t#ne[/W6Jqa2Z\\EXbrN/#{";True;True;True
"Wo\tYpE5%x";"Wo\tYpE5%x";"Wo\tYpE5%x";False;False;True
"u5^X=h#Gv8(H~<T(/b %_dDH";"7ZYBZ8zX{En<+rElJ\tx(~Q\\+wd%!(Kh$;g+b";"{raMR1Hc\n";False;False;True
"-s=?#<\n1gfbTrD}H8Juq2JF";"/$(q";"<k8L";False;False;True
"_Kb&KwPJU]jWw6R8hN(vi40zAqi@BvYF'";"`x,]q\t0-30,?%u4}xwW1=YBKp";"r2}f7zV+DHQsLL{$fgg^fL|?G?WM\t)";False;False;True
"G2Bf67`[R?a>%RB9_K/\t Qd0\n3zs5rwV]_FiC3ut|zQpY5\nOF";"3}|Yr~yYC[&sd\n@P\"22\"zVP}Ma(krIv";"YK~kSk|-0w^kxLY,K 9MyLfSthSw^{\"<-g'H<)#kqw4u";False;False;True
"CS>,` CkWzqI0pFB00>~-\\0p%er";"OGa;AI`_T";"}o>34|p\"!";False;False;True
"LUxB/>dGc6";"8)\t0iFcB\n=\"<BD{";"fEph5VR'\n5n2eI@~+zu7";True;True;True
"~P^HOgGu\\NQc+}.&v6u]_V2%Vw>aU(Y";"2\")j<\tmTir=8@j[\t";"tm$#->;_zV)!.m8?|YAlVQ8cQ]Sh736V;`";False;False;True
"*s\\";"TkG-SeQ>x1d\"EHoY[ w";".Hk5BU~{[}\"T2x6oBG_8!S;Ar2A7U\"q(hrv.uY#q\twgUc";True;True;True
"9,";"UEfRS.|";"fSHy(,\tp+oe]fxe+R'NDL{z!-[1\t>PIQ[`g$S^Z^&LcZ";True;True;True
"UFLwCnuz$";"R_2?ByJhaNLl[@~^";"K*01&r6~^!i&RBFIS-";True;True;True
"IEG6-2=>4PxA7jgin5@U52jI5J-Q`=gh";"0W";"z-llxl3wRDz/T\"ca0d";False;False;True
"S!";"xl-<Y";"lj@h\n-()uXry2*K,Z+2buTF[oCwYpeQz";True;True;True
"&s2Me>FJ";"tFvpBTOAauDp7[HUy5Rk\nVus";"(?8v#0YUM#Jb\n";False;False;True
"vP\"4z8S =G7-l[52";"Y)\tPofw~\\5`3\"\tNs\"+wk*\"e{i&TSM9Hw9+tW 3nR|<A6s";"WoKUh`sNm4MZ\\";False;False;True
"Nrsa)DS\\%a0";"-g#ghC#i35$,.wk";"{_eKEsK6-&J1ksw\t3<\nQ!?wzMj& h^&k";True;True;True
"x@C5?MM`ew0T?>LW_~V6<~M#dxe6N9K_q!?!X{x0G";"uM AWO{_=)#-x";"`))y@Aa oJ\n+\tQ%gT]FWIu";False;False;True
"O";"ql9D,U3`|e]Fo{TzJ6z9:fow29";"lm@hGg\t3";False;False;True
".k>";"v1Z@.gD.&%o66GqbLWA\"9kN4w`+l#qV o`8<R+=_@\"I\\";"sv;~76$G";False;False;True
"W] wr7%";"em3{8wjJ/7k!]3Mxr8'kpGZQ>c|s{";"sEt?FDN>d\"p#HUw-Z/x'+5E3<K}";False;False;True
"v/BFU7fex`zk(3yN)2\nWU \"vyI3CI|D7mKl9qC#We<`";"s %JeN .K0$";"foEndGaNt3UKLcK]<";False;False;True
"]}E/'G^{\\\n&o^|}5`!";"8,f7\"g}0f";"?dN5#'NK12X=>";False;False;True
"%agr>0.\\Mj>";"5~u?.pk$PR0UsP/,@y[C|g^k<jqR%?I\"#gXvO:fdap";"I;1Y0K;NO/D^e>Ocvmd.[?-]Fx,h=Jfa}j\njN8Gh> 'f";True;True;True
"zaR:'MpjT` %oX,5m)b-sbw.MsDPU]$J'~sO)S4<Z\nl9&";"}UaCfc(^_";"ODBNM\\B^mVh\\-j!\\F.|e4okOMs0C9IABXU\"!q'";False;False;True
"(;_38O;^L:ug^:#F-7";"n,.Lp7[$s=?ZNshRZsJH0";"W\\W8JP1S%,h5S]\t,\t<)QyWF7o5(cxgF";True;True;True
"_~7Ck";"vp@swJ>gV\\>KlPGS";"&A65DJGAy/BBUNkMeVqCk5";True;True;True
"pMT4vvg}=\tIWTMBrH*Gf/pU";".-\\HoM2MehhAez/^K*vGJ4B%(Ljj#<#_{]fa";"$I>d|WA{mawtw0<]#)0e'*nRZ&q";False;False;True
"R(&kM@r";"R(&kM@r";"R(&kM@r";False;False;True
"{3$S?'-|Q,<#BiOLL+\t`skS4U)";"uAfa QVK<]K!OeQ;8Ys9a-MqvJ\"kq?FZGNm\tXi\tl^ O^t:xv";"^)K.:Qci+<y\"|eb0B K";False;False;True
"T@^}VcF?{zsxz";"KZ*x^$L1#bm\\d9,df@[v!";"~T0APzf);d7DP{sG(qxZEyS$~";True;True;True
"Ma(A\"*p\n$AjqnAl}9/c{h/n\\O";"Ma(A\"*p\n$AjqnAl}9/c{h/n\\O";"Ma(A\"*p\n$AjqnAl}9/c{h/n\\O";False;False;True
"y-e+u.AGYc0";"\nt?nArKbw|yfn";"-#;J4X=B01VgvMKvP";True;True;True
";6HoNXR?9,";"QfmvtlMK`h\tI|b0R";"``15Q_|5IrsuYKng;O~B6Ep6";True;True;True
"XV";"q\n1dB*K49E,@_^ok9";"]gXbX~u~,akJ0k'rC/r9'|-NV";True;True;True
"':~0dWaoU";"4S06(@qe>ZL|3)-/9)-";"=a7lE[)3pHwRO0^zsqxX(Kn4\t\"[~=;5|WGj{alE9tOVC";True;True;True
"a.T(,$(\\u^blx:Z2UY>{:i@U[MA[q`g'}=g7/ZRw96%??%`D{";"a.T(,$(\\u^blx:Z2UY>{:i@U[MA[q`g'}=g7/ZRw96%??%`D{";"a.T(,$(\\u^blx:Z2UY>{:i@U[MA[q`g'}=g7/ZRw96%??%`D{";False;False;True
";zk'mk_l{Efs}@jp-_Ii9FyFQNl}o\t)e||hK,L5a^WKkhSm.";"ZKAKtm>O2A\tX+L\"e9,\\s~yO{J(q6;]rm#MFPR!NVBt7mT";"Alkh\ncXL1xhdI`LMJ{Zg8\tAKyE";False;False;True
"?&O2~z";"\n~%W*}|mQ;-+i(F'Dl";"X\"P+.BV78TP(RXHBfsXfk\\$B ";True;True;True
"3\no_iMR)M8";"^hP*~PU3b,`^(}XB<z.`Y$P2w&&7B0K0";"$$\n]s,aI{xY>NkF_YiN=&0!2Dixyzw+uNw;\ns]nF";True;True;True
"DEGxA%sAZRG.i`,qB'0)!CNB'=E1tZL9eD~zkPz61s9%";"w^DV";"<_9w7B\\5!XE68MH Nz2";False;False;True
"i'\n?1&8H|;sbNA\t87ol%";"Y\"a4d=;d8hTP;pyP{\"6u";"/EjMd'W`2bu#OP5T?[#=\t3^).YI Ah$V9?<4";False;False;True
"!Hx5Sb3mE'`4;Vh'jC?o<KkBKq\\:KW\nkB4%yt\\GttZj>";"\tLYkOYj9\"0nd3mUw:G(r;Pv{1m3pe;++!b`Xkkir";"\nfc\"+W24Q)O8Q{T~$d}xj_eZ";False;False;True
"d]4gMnOD2![XXD)mZR!:e#";"pt285\tS\"\nnxF@Ih,[Un~E+ddC;7eom";"J[4a0%Si\t9h.4.hT(V.cXHhQ";False;False;True
"3jno|@2%!B*>j_h{";"){/i}-f~,h*?$\"g X#q";"M\tmwX6:P[HPX-/*ON&q_TKS}+'rp==R-{6Ahugnb";True;True;True
"TEnC8^Lr.d_W4Hc ~P(8qj$";"Nw+Vap):V81u':, f%o+Y.2%uvu\\V:E3<Z6SNfPT-\nU/\"7)sx";"}u~V\"McMlxz*ICnE(B0\"F,v*^oZPRJ!KI@<vYaHP00Iv(y#U";False;False;True
"KoW@b@z;HE";"EU.0>,QRQR%YlyS[Af,07M$iCa-*Tm)p&-E";"!Pu8ce%<550xff6KKN$r,t<=!eqqc\"6B}\t>g^L_b4#0 q";True;True;True
"%61}jjG3Uew7P=GyY -{:6TKB)6";"XL(=-BWTSMA\\Et$fu$l0";"{hXsSd?8~Ns34)l";False;False;True
"yZLQ1txxZ0z0m/!qaL,/gk=Ug&";"yZLQ1txxZ0z0m/!qaL,/gk=Ug&";"yZLQ1txxZ0z0m/!qaL,/gk=Ug&";False;False;True
"*}dxRk%4h ";"g.'K_}rNSlD2& A<~=H) q<ln^Yw/.2HXy&mIN-62W2YSWVWb";"8|.nwEg";False;False;True
"pi8!`I%zpYX*x\t?15{%\"Q=WXhK\n$|{`Y-,76JTEI&<a\"!u";"pi8!`I%zpYX*x\t?15{%\"Q=WXhK\n$|{`Y-,76JTEI&<a\"!u";"pi8!`I%zpYX*x\t?15{%\"Q=WXhK\n$|{`Y-,76JTEI&<a\"!u";False;False;True
"JspRW'3LUB$0eX/0@Qlk\"`*6O{Q'7<Sz-0Y)pS2v6";"4'@O\tiGrmDxgo-7#IE^,2JQ}Z'w5XAc>SOJ%`p[&kHc\\d$";"*C";False;False;True
"}mwlbBH3NpKw9Eh('oe{^Gz}+0c25f(Tn+kT;/0<i`l";"mM]H7gLo`2A\\H'Y?V!&B]:furF/z";"iKOq4Ut.,`r6S";False;False;True
"\"`nWSZS?diEJS{D?W\t<@f/";"7EqXQ!nF$zn%i)5/^an_/\\|ju-TfDOu<tuWRKP?9";"t^GIDBqAQ)|!2|]Ku!bO\ngzuvnN+`GDB.\"J)u.;";False;False;True
"s4jPRkG)TN;ugijOh paL\tTGC1i~nq'EDS'~^44];wG9_}Z";"cC7X0a^sc3x[,^!\tpR.";"(xGBz`q+DeOi)";False;False;True
"(u#f]CZ>FqEC?.SOTBScn%xMZ'~|P^\nlK0JGZ>geDZ=";"E[y*?i*";"\"#;z8f2Q% qQR2%<C!\tlp5>lB{8l'b3&O!kLqp8oDtw[:mk";False;False;True
"a#J?hFyl+:.o\\(";"GcXZz";"vgN_.3VO\\";False;False;True
"|O>F/;B{l";"";"8$c3<ep\ni5FJFN']G;t7&+";False;False;True
"c,6\trLrx=@pv6LTaY90!e\n`WWL.FlJ'x3v<FGB&y?F";"T|KGzRp9F\\b0#(:#<VowNTi}?jI|?{TkV-/PVb";"?";False;False;True
"H[(XeYs";"5$)/t^S!\tD";"4gekc)P\"t)g&<?:\tJ=g0";True;True;True
"U";"CTkTRjNpi\tFeD\"X18Xu\"l";"Q (^DxvCYwdlyw;,=`<Q[I\tl(+3wY`@t\":3N7";True;True;True
"wONUd@_'c#";"wONUd@_'c#";"wONUd@_'c#";False;False;True
"45_!?S;I~5YO2GJv:qYv\nwp@qP7-0Se(S%-V\\G\"8SeH8@$6";"KduFAZm[1yg";"=]OuY]zA^WKdxY-x>Gw`=Cpz|eh@1~f20E ]qv.<h7Zt";False;False;True
"$&";"-v!erk6-;(*>Re=5\n1[x|9LY5$AR@8d&ZnF2";"xzn]tL>#OJQ,T9yA\\a.#^/yQ_/)eU#pBM+VE}#";True;True;True
"0";"QHw)DnuS/556_GekP(D$# ?\\S}\tbGiry)?\tG/iFnDI";"w*a5g";False;False;True
"\nbvniX5VP[Pr$:H,v5\"t?L5\\T_0nxnq^,*7&r\"{N1ennz0";"C{MERbdY:aqM3lsJMJQcnxH'Z~h6'<HK|idkE<w";"<i?7AU|K";False;False;True
